year,name,college,position,height_in,weight_lbs,40yards,benchpress,vert_leap_in,broad_jump_in,shuttle,3cone
1999,Jevon Kearse,Florida,OLB,76.90,262,4.58,,37.0,122,4.24,
1999,Jeff Kelly,Kansas State,ILB,72.10,256,4.95,16,32.0,112,4.37,
1999,Reggie Kelly,Mississippi State,TE,76.10,254,4.90,24,32.0,,,
1999,Chad Kelsay,Nebraska,OLB,74.50,254,4.91,22,35.5,116,4.30,
1999,Patrick Kerney,Virginia,DE,77.60,266,4.72,21,31.0,111,4.42,
1999,Scott Kiernan,Syracuse,OG,75.00,307,5.58,,28.0,94,4.79,
1999,Jaime Kimbrough,Frenso State (CA),RB,67.50,198,4.71,22,34.5,112,4.32,
1999,Eric King,Richmond (VA),OG,76.60,290,5.06,25,27.0,104,4.36,
1999,Lamar King,Saginaw Valley State (MI),DE,75.00,299,4.77,22,30.0,105,4.28,
1999,Shaun King,Tulane (LA),QB,72.00,221,4.77,,33.0,113,4.29,
1999,Jim Kleinsasser,North Dakota,TE,74.80,272,4.79,18,34.5,112,4.33,
1999,Josh Kobdish,Frenso State (CA),OT,78.10,301,5.43,21,24.0,98,4.83,
1999,Steve Konopka,C.W. Post (NY),DT,76.00,298,5.14,21,27.0,106,4.55,
1999,Rob Konrad,Syracuse,FB,75.00,251,4.65,21,36.0,107,,
1999,Brian Kuklick,Wake Forest,QB,74.10,204,4.90,,31.0,103,4.56,
1999,Kevin Landolt,West Virginia,DT,76.90,298,5.14,17,27.0,108,4.27,
1999,Dan Lauta,Buffalo,OT,76.00,301,5.15,26,26.0,101,4.54,
1999,Courtney Ledyard,Michigan State,ILB,74.00,250,5.11,20,34.5,115,4.24,
1999,Graham Leigh,New Mexico,QB,73.90,212,4.79,,32.5,111,4.27,
1999,Emarlos Leroy,Georgia,DT,73.40,306,5.09,31,,,,
1999,Derek Lewis,Texas,TE,73.90,250,4.83,25,27.5,104,4.26,
1999,Marvin Love,Kentucky,CB,68.60,164,4.49,,35.5,123,4.09,
1999,David Loverne,San Jose State,OG,74.80,292,5.19,23,25.0,96,4.43,
1999,Mike Lucky,Arizona,TE,79.00,269,4.95,,29.0,108,4.38,
1999,John Lumpkin,Ohio State,TE,79.30,274,4.98,19,34.5,111,,
1999,Jason Maas,Oregon,QB,74.00,210,4.97,,31.5,103,4.35,
1999,Stacey Mack,Temple,FB,72.90,236,4.66,20,33.0,108,,
1999,Joel Makovicka,Nebraska,FB,70.40,245,4.82,18,32.5,105,4.05,
1999,Deshone Mallard,Southern Mississippi,CB,69.60,186,4.51,10,35.5,117,4.25,
1999,Cecil Martin,Wisconsin,FB,72.60,239,4.82,22,35.5,109,4.22,
1999,Chris McAlister,Arizona,CB,73.10,206,4.53,,38.0,121,4.08,
1999,Jonathan McCall,Central Michigan,DE,74.00,273,4.91,19,31.0,113,4.38,
1999,Todd McClure,Louisiana State,C,73.40,298,5.25,29,28.0,93,4.51,
1999,Kevin McCullar,Texas Tech,OLB,74.60,246,4.97,12,30.0,106,4.21,
1999,Daylon McCutcheon,Southern California,CB,68.80,180,4.52,13,36.0,117,4.35,
1999,Jeremy McDaniel,Arizona,WR,72.50,197,4.63,,33.5,112,4.32,
1999,Darnell McDonald,Kansas State,WR,75.00,202,4.74,,34.0,108,4.24,
1999,Anthony McFarland,Louisiana State,DT,72.50,299,4.85,25,28.5,108,4.28,
1999,Wane McGarity,Texas,WR,68.00,194,4.53,,33.0,111,4.36,
1999,Reggie McGrew,Florida,DT,73.90,307,5.05,30,,,4.34,
1999,Travis McGriff,Florida,WR,68.00,185,4.53,,35.5,113,4.13,
1999,Mike McKenzie,Memphis,FS,73.00,191,4.58,,34.0,115,4.11,
1999,C.J. McLain,Arkansas,OLB,75.00,243,4.72,21,36.0,117,4.25,
1999,John McLaughlin,California,OLB,75.30,247,4.72,18,31.5,107,4.15,
1999,Donovan McNabb,Syracuse,QB,74.30,223,4.64,,33.0,116,4.38,
1999,Cade McNown,UCLA,QB,72.90,213,4.76,,33.5,108,4.28,
1999,Rondel Menendez,Eastern Kentucky,WR,69.00,178,4.24,,37.0,117,3.96,
1999,Arnold Miller,Louisiana State,DE,75.90,240,4.78,12,33.5,113,4.12,
1999,Billy Miller,Southern California,WR,74.60,215,4.67,,34.5,113,4.28,
1999,Dee Miller,Ohio State,WR,71.90,199,4.51,,33.5,,4.31,
1999,Jason Mills,Tulsa (OK),OG,77.10,315,5.43,30,24.0,104,4.64,
1999,Kory Minor,Notre Dame,OLB,72.50,244,4.71,,31.0,112,4.27,
1999,Paul Miranda,Central Florida,CB,69.90,180,4.41,11,40.5,124,4.10,
1999,Donald Mitchell,Southern Methodist (TX),CB,69.80,187,4.51,24,37.0,118,4.08,
1999,Kenny Mitchell,Arizona State,WR,74.40,217,4.73,,37.0,118,,
1999,Tywan Mitchell,Minnesota State,WR,77.00,223,4.74,,30.5,108,,
1999,Joe Montgomery,Ohio State,RB,70.40,227,4.63,,,,4.22,
1999,Damon Moore,Ohio State,SS,71.10,209,4.60,21,35.0,118,4.22,
1999,Ulysses Moore,Liberty (VA),OG,74.00,313,5.45,24,26.0,103,4.67,
1999,Jeremy Morgan,Southern Methodist (TX),OG,76.00,296,5.29,,23.5,92,4.62,
1999,Dee Moronkola,Washington State,CB,69.30,204,4.46,17,33.5,111,4.12,
1999,Edwin Mulitalo,Arizona,OT,75.10,328,5.47,28,23.5,92,4.77,
1999,Joe Nastasi,Penn State,WR,70.40,197,4.66,,37.0,116,4.06,
1999,Hannibal Navies,Colorado,OLB,74.50,239,4.64,18,33.0,114,4.19,
1999,Gerald Neasman,Kansas State,CB,69.60,186,4.67,10,31.5,112,4.41,
1999,Jamar Nesbit,South Carolina,C,76.30,336,5.70,23,26.5,86,4.91,
1999,Mike Newell,Colorado State,C,76.00,292,5.25,25,28.5,104,4.69,
1999,Robert Newkirk,Michigan State,DT,75.00,298,5.21,20,26.0,105,4.73,
1999,Keith Newman,North Carolina,ILB,74.50,239,4.73,18,32.0,110,4.37,
1999,Dat Nguyen,Texas A&M,ILB,71.00,234,4.74,19,,,,
1999,Ben Nichols,Colorado,OG,77.10,307,5.24,29,30.0,99,4.67,
1999,Rick Nord,Louisville,OG,78.00,306,5.30,21,25.5,98,4.73,
1999,Jeremy Offutt,Oklahoma State,C,77.00,310,5.17,20,26.0,100,4.77,
1999,Kendell Ogle,Maryland,OLB,72.80,235,4.67,20,35.0,118,4.05,
1999,Chike Okeafor,Purdue,OLB,76.60,254,4.74,17,36.5,113,4.20,
1999,Patterson Owens,Houston,DE,78.00,273,4.88,19,35.0,118,4.34,
1999,Craig Page,Georgia Tech,C,75.00,295,5.13,38,32.0,117,4.51,
1999,Solomon Page,West Virginia,OT,76.40,306,5.23,24,31.5,104,,
1999,Anthony Parker,Weber State (UT),CB,72.60,197,4.39,8,31.0,113,4.27,
1999,De'Mond Parker,Oklahoma,RB,69.60,189,4.49,13,41.5,119,4.16,
1999,Larry Parker,Southern California,WR,72.90,200,4.49,,35.5,118,,
1999,Sirr Parker,Texas A&M,RB,70.30,190,4.56,,40.0,121,4.09,
1999,Jeff Paulk,Arizona State,FB,71.90,242,4.72,27,35.5,116,4.44,
1999,Chad Pegues,Illinois State,DT,73.00,289,5.32,25,26.0,99,4.69,
1999,Jason Perry,North Carolina State,FS,72.90,200,4.61,17,36.5,121,4.23,
1999,Mike Peterson,Florida,OLB,73.50,233,4.47,18,36.0,118,4.08,
1999,Luke Petitgout,Notre Dame,OT,77.90,315,5.23,33,29.0,100,4.48,
1999,Zach Piller,Florida,OT,76.50,331,5.19,40,26.5,100,4.68,
1999,Chad Plummer,Cincinnati,WR,74.90,223,4.57,,33.0,113,4.18,
1999,Joey Porter,Colorado State,OLB,74.50,241,4.68,27,39.0,122,4.41,
1999,Ronnie Powell,Northwestern State (LA),RB,70.00,174,4.43,,35.5,116,4.14,
1999,Peerless Price,Tennessee,WR,70.90,180,4.55,,35.0,116,4.09,
1999,Mike Pringley,North Carolina,DE,75.80,268,4.89,22,,108,4.39,
1999,Pierson Prioleau,Virginia Tech,FS,69.90,191,4.57,18,42.0,130,3.97,
1999,Brian Pukenas,West Virginia,OG,75.50,303,5.37,25,26.5,93,4.73,
1999,Ian Rafferty,North Carolina State,OT,76.50,296,5.51,25,23.5,93,4.86,
1999,Wali Rainer,Virginia,ILB,73.80,241,4.91,26,32.0,111,4.33,
1999,Marcus Ray,Michigan,SS,70.50,206,4.61,,35.5,111,4.19,
1999,Jarvis Reado,Tennessee,OT,77.00,328,5.40,,26.0,100,,
1999,Montae Reagor,Texas Tech,DE,73.50,263,4.83,20,34.5,107,4.23,
1999,Jacoby Rhinehart,Southern Methodist (TX),CB,70.40,187,4.59,,34.0,120,4.11,
1999,Cleve Roberts,Troy (AL),OT,78.00,290,5.37,16,23.5,94,4.86,
1999,Brian Rogers,Oregon State,ILB,74.30,239,4.76,19,36.0,108,4.39,
1999,Derek Rose,Iowa,C,75.00,283,5.22,21,25.5,96,4.90,
1999,Marek Rubin,Yale,OT,78.00,310,5.36,26,25.0,96,4.76,
1999,Mike Rucker,Nebraska,DE,76.80,260,4.86,17,33.5,108,4.33,
1999,Grey Ruegamer,Arizona State,C,76.40,315,5.36,18,27.5,94,4.68,
1999,Orlando Ruff,Furman (SC),ILB,74.10,248,4.99,22,33.0,113,4.33,
1999,Johnny Rutledge,Florida,ILB,74.00,245,4.63,18,33.0,115,4.21,
1999,Khari Samuel,Massachusetts,ILB,74.40,242,4.76,24,35.0,116,4.34,
1999,David Saunders,West Virginia,WR,73.60,203,4.79,,32.0,112,,
1999,Talance Sawyer,Nevada Las Vegas,DE,74.00,268,4.89,23,31.5,112,4.35,
1999,Tom Schau,Illinois,C,77.00,302,5.33,24,28.0,109,4.53,
1999,Brad Scioli,Penn State,DE,75.00,277,4.93,23,33.5,108,4.27,
1999,Yusef Scott,Arizona,OG,74.30,324,5.75,,24.0,82,,
1999,Thomas Seih,Texas Southern,RB,69.00,212,4.57,16,35.0,116,4.31,
1999,Brian Shay,Emporia State (KS),RB,68.00,213,4.49,17,,,4.22,
1999,L.J. Shelton,Eastern Michigan,OT,77.50,341,5.44,22,29.5,96,4.77,
1999,Scott Shields,Weber State (UT),SS,76.10,228,4.55,23,35.0,120,4.06,
1999,Bobby Singh,Portland State (OR),OG,74.50,316,5.43,24,26.0,90,4.72,
1999,Andre Slappey,Albany State (GA),DT,76.90,302,5.77,19,25.5,96,4.94,
1999,Tony Small,Georgia,WR,73.90,220,4.64,,35.0,115,4.32,
1999,Aaron Smith,Northern Colorado,DE,77.10,279,5.08,19,29.5,110,4.34,
1999,Akili Smith,Oregon,QB,74.80,227,4.70,,34.0,111,4.29,
1999,Brian Smith,Alabama-Birmingham,OLB,73.00,252,4.96,21,32.5,107,4.67,
1999,Devon Smith,North Carolina,TE,76.00,244,5.07,21,29.5,101,4.46,
1999,Jeff Smith,Wyoming,C,76.00,286,5.23,38,25.0,102,4.77,
1999,Larry Smith,Florida State,DT,77.00,288,5.12,22,30.0,111,4.39,
1999,Marquis Smith,California,SS,74.40,218,4.60,,39.5,130,4.12,
1999,Troy Smith,East Carolina (NC),WR,73.00,194,4.63,,35.5,112,4.24,
1999,Brandon Southward,Colorado,ILB,76.00,242,4.88,20,30.5,110,4.38,
1999,Creig Spann,Arizona State,WR,73.00,191,4.50,,36.5,117,3.86,
1999,Cameron Spikes,Texas A&M,OG,75.30,314,5.01,23,32.5,114,4.36,
1999,Derrick Spiller,Texas A&M,TE,74.00,241,4.63,19,34.0,115,4.16,
1999,Donnie Spragan,Stanford,OLB,76.00,236,4.95,20,33.0,113,4.40,
1999,Marcus Spriggs,Troy (AL),DT,76.50,297,5.24,25,27.5,97,4.60,
1999,Mike Stanec,Youngstown State (OH),ILB,75.00,241,4.66,29,38.0,118,4.34,
1999,Aaron Stecker,Western Illinois,RB,69.50,210,4.82,23,32.5,112,4.17,
1999,LC Stevens,North Carolina,WR,75.90,215,4.66,,35.0,116,4.24,
1999,Derik Stevenson,Brigham Young,OLB,75.90,235,4.90,14,31.0,111,4.30,
1999,Gary Stills,West Virginia,OLB,73.40,238,4.76,23,31.5,110,4.28,
1999,Matt Stinchcomb,Georgia,OT,78.00,306,5.12,20,29.0,104,4.54,
1999,Brandon Stokley,Louisiana-Lafayette,WR,73.00,197,4.49,,35.5,118,4.01,
1999,Tai Streets,Michigan,WR,73.40,194,4.44,,37.0,118,,
1999,Justin Swift,Kansas State,TE,75.40,258,4.82,17,33.0,111,4.15,
1999,Sam Sword,Michigan,ILB,73.30,242,5.01,,,,4.34,
1999,John Tait,Brigham Young,OT,78.10,310,5.22,26,29.5,104,4.40,
1999,Pene Talamaivao,Utah,DT,75.40,301,5.47,17,27.5,103,4.77,
1999,Ty Talton,Northern Iowa,CB,71.60,202,4.62,17,39.0,117,4.00,
1999,Jesse Tarplin,Georgia Tech,DE,74.00,251,4.88,16,32.5,108,4.41,
1999,Chris Terry,Georgia,OT,76.90,291,5.07,,31.0,108,4.41,
1999,Corey Terry,Tennessee,DE,74.60,254,4.79,,,,4.26,
1999,Myron Terry,Colorado State,FS,74.00,203,4.72,21,35.0,117,4.16,
1999,Eric Thigpen,Iowa,FS,72.10,198,4.76,14,35.0,114,4.26,
1999,Randy Thomas,Mississippi State,OG,75.60,306,4.99,23,31.0,101,4.66,
1999,Derrius Thompson,Baylor,WR,74.00,211,4.60,,41.5,112,4.13,
1999,Ricky Thompson,Oklahoma State,FS,71.90,181,4.73,15,36.0,118,4.32,
1999,John Thornton,West Virginia,DT,75.00,299,5.00,26,32.0,111,4.46,
1999,Rex Tucker,Texas A&M,OT,77.00,303,5.14,27,30.0,106,4.43,
1999,Jerame Tuman,Michigan,TE,75.90,248,4.89,23,33.0,107,4.20,
1999,Brian Uhl,Cincinnati,C,76.00,294,5.43,14,25.0,99,4.77,
1999,Dimitrius Underwood,Michigan State,DE,78.30,281,4.88,,,,4.39,
1999,Michael Vaughn,Alabama,WR,74.00,212,4.57,,33.5,113,4.32,
1999,Fred Vinson,Vanderbilt,CB,70.60,177,4.39,14,36.0,121,4.17,
1999,Brad Ware,Auburn,FS,73.90,207,4.53,18,37.0,116,4.25,
1999,Damon Washington,Colorado State,RB,70.60,200,4.54,18,37.0,114,4.07,
1999,Marcus Washington,Colorado,FS,73.80,219,4.65,16,37.0,117,4.44,
1999,Brian Waters,North Texas,TE,74.10,281,4.99,26,32.0,113,4.63,
1999,Chris Watson,Eastern Illinois,CB,73.00,191,4.34,18,37.0,124,3.86,
1999,Andre Weathers,Michigan,CB,71.90,189,4.67,,32.0,119,4.03,
1999,Alton Weaver,Oklahoma State,DE,75.40,296,5.05,17,29.5,101,4.44,
1999,Jed Weaver,Oregon,TE,76.30,246,4.91,19,31.0,106,4.17,
1999,Floyd Wedderburn,Penn State,OT,77.30,334,5.50,20,24.5,86,5.26,
1999,John Welbourn,California,OT,77.10,317,5.09,24,30.0,99,4.88,
1999,Joe Wesley,Louisiana State,ILB,73.00,229,4.72,15,33.0,114,4.29,
1999,Devin West,Missouri,RB,72.30,229,4.53,14,33.5,114,4.04,
1999,Chris White,Southern (LA),DT,75.00,282,5.24,25,29.0,104,4.71,
1999,Ted White,Howard (DC),QB,74.40,226,5.14,,30.5,106,4.51,
1999,Aaron Williams,Indiana,DE,77.00,253,4.79,19,33.5,108,4.34,
1999,Clarence Williams,Michigan,RB,68.50,202,4.71,19,33.5,105,4.15,
1999,Gerald Williams,Oklahoma,WR,75.00,207,4.45,,35.5,117,3.96,
1999,Parc Williams,Minnesota,OLB,75.00,239,4.97,14,33.0,114,4.27,
1999,Ricky Williams,Texas,RB,70.80,244,4.56,,37.0,124,,
1999,Al Wilson,Tennessee,ILB,71.80,239,4.56,17,33.0,116,4.25,
1999,Jason Wiltz,Nebraska,DT,75.60,308,5.36,,27.5,100,4.51,
1999,Antoine Winfield,Ohio State,CB,68.60,176,4.41,,37.0,122,3.95,
1999,Brad Winn,North Texas,OG,77.00,339,5.59,23,23.0,87,4.92,
1999,Jerry Wisne,Notre Dame,OG,78.40,306,5.26,30,28.0,96,4.61,
1999,Joe Wong,Brigham Young,OT,78.00,314,5.68,22,27.0,100,4.95,
1999,Damien Woody,Boston College,C,75.10,328,5.15,26,28.5,98,4.99,
1999,Mark Word,Jacksonville State (AL),OLB,76.90,258,4.87,16,31.5,115,4.33,
1999,Anthony Wright,South Carolina,QB,73.40,195,4.74,,31.0,116,4.35,
1999,Daren Yancey,Brigham Young,DT,77.80,303,5.14,,26.5,92,,
1999,Craig Yeast,Kentucky,WR,67.60,164,4.49,,32.5,112,4.14,
1999,Ryan Young,Kansas State,OT,77.40,335,5.57,20,,,,
1999,Peppi Zellner,Fort Valley State (GA),DE,77.00,246,4.72,20,35.5,120,4.49,
1999,Amos Zereoue,West Virginia,RB,67.40,203,4.53,,,,4.09,
2000,Darnell Alford,Boston College,OT,76.00,334,5.58,23,25.0,94,4.98,
2000,Kyle Allamon,Texas Tech,TE,74.50,253,5.01,,29.0,104,4.49,
2000,Rashard Anderson,Jackson State (MS),CB,74.40,206,4.59,,34.0,123,4.15,
2000,Corey Atkins,South Carolina,OLB,72.40,237,4.76,21,31.0,112,4.39,
2000,Reggie Austin,Wake Forest,CB,69.40,175,4.46,17,35.0,119,4.14,
2000,Mark Baniewicz,Syracuse,OT,77.90,312,5.36,20,28.0,96,4.73,
2000,Rashidi Barnes,Colorado,FS,71.60,208,4.63,10,35.0,114,4.32,
2000,David Barrett,Arkansas,CB,69.90,199,4.48,16,37.5,116,4.04,
2000,William Bartee,Oklahoma,CB,73.00,192,4.43,,38.5,124,3.99,
2000,Terrance Beadles,Arkansas-Pine Bluff,OG,74.90,312,5.21,29,,,,
2000,Robert Bean,Mississippi State,CB,71.00,178,4.50,,34.5,122,4.20,
2000,Anthony Becht,West Virginia,TE,77.60,270,4.78,,33.5,123,4.08,
2000,Rogers Beckett,Marshall (WV),FS,73.50,207,4.64,15,39.5,119,4.29,
2000,Brad Bedell,Colorado,OG,76.40,302,5.12,17,31.5,103,4.58,
2000,Marcus Bell,Arizona,ILB,73.60,237,4.80,21,31.5,111,4.33,
2000,Michael Boireau,Miami (FL),DE,76.10,274,5.12,26,29.0,105,4.49,
2000,Matt Bowen,Iowa,SS,73.10,201,4.51,12,33.0,115,4.09,
2000,Tom Brady,Michigan,QB,76.40,211,5.30,,24.5,99,4.38,
2000,Robert Brannon,Iowa State,DT,75.80,309,5.22,28,28.5,99,4.70,
2000,Demario Brown,Utah State,RB,72.40,217,4.74,,31.0,107,4.39,
2000,Keith Brown,UCLA,RB,71.10,216,4.68,,30.0,117,4.08,
2000,Mike Brown,Nebraska,SS,69.90,204,4.60,14,36.0,116,4.01,
2000,Ralph Brown,Nebraska,CB,69.90,204,4.60,14,36.0,116,4.01,
2000,Travis Brown,Northern Arizona,QB,75.50,218,5.03,,29.0,101,4.87,
2000,Lamont Bryant,Notre Dame,DE,75.40,260,4.92,17,,,,
2000,Marc Bulger,West Virginia,QB,73.60,208,4.96,,,100,4.34,
2000,Keith Bulluck,Syracuse,OLB,75.00,244,4.47,,38.0,119,4.13,
2000,Bill Burke,Michigan State,QB,75.90,206,5.07,,28.5,107,4.42,
2000,Plaxico Burress,Michigan State,WR,77.40,231,4.59,,33.0,115,,
2000,David Byrd,Syracuse,CB,71.40,202,4.55,14,36.0,117,4.39,
2000,Trung Canidate,Arizona,RB,70.60,193,4.46,18,,,,
2000,Cooper Carlisle,Florida,OG,77.40,297,5.20,28,31.0,100,4.48,
2000,Giovanni Carmazzi,Hofstra (NY),QB,74.60,224,4.76,,36.5,119,4.23,
2000,Leonardo Carson,Auburn,DE,73.50,283,5.06,22,28.0,106,4.75,
2000,Tyrone Carter,Minnesota,SS,67.60,190,4.53,16,41.0,121,4.19,
2000,Kwame Cavil,Texas,WR,73.60,208,4.54,,39.5,118,,
2000,Doug Chapman,Marshall (WV),RB,70.00,215,4.59,16,38.5,128,4.20,
2000,Ike Charlton,Virginia Tech,CB,71.10,205,4.47,16,,126,,
2000,Chrys Chukwuma,Arkansas,RB,73.00,232,4.56,,,115,,
2000,Joey Chustz,Louisiana Tech,OT,78.60,304,5.12,28,31.0,103,4.65,
2000,Kendrick Clancy,Mississippi,DT,72.90,283,5.28,25,27.5,108,4.65,
2000,Travis Claridge,Southern California,OG,77.10,303,5.18,29,31.5,100,4.86,
2000,Danny Clark,Illinois,ILB,74.10,245,4.77,20,,,,
2000,Chad Clifton,Tennessee,OT,77.30,334,5.12,24,30.5,102,4.73,
2000,Chris Cole,Texas A&M,WR,72.10,191,4.37,,37.5,125,4.09,
2000,Chris Coleman,North Carolina State,WR,71.80,211,4.65,,32.5,110,4.10,
2000,Cosey Coleman,Tennessee,OG,76.00,322,5.40,,28.0,101,4.97,
2000,Laveranues Coles,Florida State,WR,71.30,192,4.48,,34.0,115,4.39,
2000,Chris Combs,Duke,DT,76.80,286,5.18,22,,,,
2000,Kurth Connell,Washington,OT,76.10,291,5.54,27,33.0,103,4.84,
2000,Rameel Connor,Illinois,DE,75.30,276,5.01,25,35.5,121,4.45,
2000,Ashley Cooper,Mississippi State,SS,70.30,208,4.69,16,,117,,
2000,D.J. Cooper,Arkansas,DT,74.90,277,5.23,,28.0,108,4.49,
2000,Renard Cox,Maryland,CB,71.40,192,4.72,13,38.0,111,,
2000,Casey Crawford,Virginia,TE,77.90,244,4.83,18,,,,
2000,Sedrick Curry,Texas A&M,CB,73.50,197,4.47,,39.0,125,3.94,
2000,JoeDean Davenport,Arkansas,TE,78.90,268,5.15,13,30.0,108,4.67,
2000,Adam Davis,Oklahoma State,OG,75.90,309,5.69,,26.0,92,5.00,
2000,JaJuan Dawson,Tulane (LA),WR,73.00,199,4.55,,34.0,117,4.16,
2000,Jerry DeLoach,California,DT,74.90,314,5.01,19,31.5,101,4.57,
2000,Mike Derouselle,Houston,DT,74.40,314,5.29,27,27.5,96,4.80,
2000,Reuben Droughns,Oregon,RB,71.30,215,4.68,13,30.0,115,4.41,
2000,Ron Dugans,Florida State,WR,73.40,206,4.58,,,117,,
2000,Deon Dyer,North Carolina,FB,70.90,260,5.03,,28.0,104,4.81,
2000,Mario Edwards,Florida State,CB,72.10,191,4.46,32,32.5,120,4.55,
2000,John Engelberger,Virginia Tech,DE,76.30,260,4.74,24,34.0,115,4.28,
2000,Dwan Epps,Texas Southern,ILB,73.00,242,4.68,8,34.5,,,
2000,Kevin Feterik,Brigham Young,QB,71.00,207,4.94,,31.0,106,4.45,
2000,Aaron Fields,Troy (AL),DE,75.60,243,4.80,22,34.0,115,4.56,
2000,Zeron Flemister,Iowa,TE,76.40,249,4.74,14,37.0,116,4.16,
2000,Erik Flowers,Arizona State,DE,76.30,271,4.78,24,33.0,114,4.15,
2000,Derrick Foster,Texas A&M-Kingsville,RB,71.40,201,4.45,19,34.5,117,4.36,
2000,Larry Foster,Louisiana State,WR,69.90,198,4.57,,37.0,121,4.06,
2000,John Frank,Utah,DE,75.80,280,4.81,32,37.0,117,4.27,
2000,Todd Franz,Tulsa (OK),FS,73.00,199,4.55,14,,,,
2000,Arturo Freeman,South Carolina,FS,72.40,188,4.58,14,35.5,124,4.38,
2000,Byron Frisch,Brigham Young,DE,76.40,281,4.77,31,34.5,114,4.41,
2000,Justin Fuente,Murray State (KY),QB,73.40,225,5.24,,27.5,100,4.42,
2000,Mondriel Fulcher,Miami (FL),FB,75.40,253,4.89,18,27.0,116,4.52,
2000,Trent Gamble,Wyoming,FS,69.30,186,4.58,21,37.0,124,3.90,
2000,Jason Gavadza,Kent State (OH),TE,75.00,249,4.62,22,32.5,113,4.30,
2000,Trevor Gaylor,Miami (OH),WR,75.30,199,4.59,,37.5,121,4.29,
2000,Kabeer Gbaja-Biamila,San Diego State,OLB,76.00,243,4.65,21,34.0,120,4.28,
2000,Sherrod Gideon,Southern Mississippi,WR,71.10,173,4.69,,,,,
2000,Ian Gold,Michigan,OLB,73.10,221,4.58,21,33.0,115,4.19,
2000,Deon Grant,Tennessee,SS,73.80,209,4.50,15,,,,
2000,Ernest Grant,Arkansas-Pine Bluff,DT,77.30,316,5.33,24,29.5,98,5.03,
2000,Lamar Grant,Duke,CB,70.80,188,4.66,16,32.0,117,4.30,
2000,Brian Gray,Brigham Young,CB,73.30,214,4.95,19,33.5,116,4.24,
2000,Jonathan Gray,Texas Tech,OT,76.10,338,5.94,20,23.0,94,,
2000,Barrett Green,West Virginia,OLB,73.00,233,4.56,22,36.0,120,,
2000,Mike Green,Houston,FB,71.60,253,4.80,25,28.5,108,4.34,
2000,Mike Green,Northwestern State (LA),FS,72.10,189,4.56,,38.5,118,4.20,
2000,Cornelius Griffin,Alabama,DE,75.10,297,4.91,30,31.0,111,4.62,
2000,Clark Haggans,Colorado State,OLB,75.40,253,5.01,20,31.5,109,4.21,
2000,Dante' Hall,Texas A&M,RB,67.80,191,4.46,18,38.0,123,3.82,
2000,James Hall,Michigan,DE,74.10,271,5.04,,32.0,111,4.51,
2000,Troy Hambrick,Savannah State (GA),RB,72.10,237,4.72,21,34.5,118,4.44,
2000,Joe Hamilton,Georgia Tech,QB,70.30,192,4.84,,,106,,
2000,Thomas Hamner,Minnesota,RB,72.10,197,4.54,17,32.0,125,4.07,
2000,D'Andre Hardeman,Texas A&M,FB,70.00,238,4.82,,30.0,109,4.36,
2000,Antwan Harris,Virginia,CB,69.10,186,4.37,16,39.0,121,4.01,
2000,Jeff Harris,Georgia,CB,72.40,190,4.55,,34.5,114,4.25,
2000,Lloyd Harrison,North Carolina State,CB,70.00,190,4.57,16,37.5,119,4.25,
2000,Windrell Hayes,Southern California,WR,71.00,204,4.50,,,,4.18,
2000,Semisi Heimuli,Texas A&M,OG,73.40,312,5.43,20,29.0,94,4.63,
2000,Chris Hovan,Boston College,DT,74.40,305,5.00,35,30.0,101,4.16,
2000,Darren Howard,Kansas State,DE,75.80,281,5.11,,29.0,108,4.32,
2000,Ethan Howell,Oklahoma State,CB,71.00,186,4.56,16,,,4.13,
2000,Aaron Humphrey,Texas,DE,74.90,254,5.13,21,34.0,119,,
2000,Todd Husak,Stanford,QB,75.10,216,5.22,,27.5,99,4.41,
2000,Jabari Issa,Washington,DT,76.90,296,5.14,19,31.5,105,4.72,
2000,Al Jackson,Louisiana State,OG,74.60,304,5.20,19,,,,
2000,Darrell Jackson,Florida,WR,71.80,197,4.58,,,,,
2000,Jarious Jackson,Notre Dame,QB,73.00,226,4.68,,,109,,
2000,Keith Jackson,Cheyney (PA),DT,76.30,319,5.21,28,,,,
2000,Marlion Jackson,Saginaw Valley State (MI),RB,73.00,242,4.65,24,35.5,125,4.14,
2000,Jeno James,Auburn,OG,75.10,320,5.66,24,25.5,94,5.22,
2000,Ronney Jenkins,Northern Arizona,RB,70.50,184,4.51,18,,118,,
2000,Brandon Jennings,Texas A&M,FS,72.40,198,4.54,16,38.0,123,4.14,
2000,Ryan Johanningmeier,Colorado,OG,77.90,310,5.28,,29.0,107,4.66,
2000,Doug Johnson,Florida,QB,74.40,226,4.95,,29.5,96,,
2000,Dwight Johnson,Baylor,DT,76.00,285,5.03,26,28.0,105,4.76,
2000,Eric Johnson,Nebraska,SS,72.00,215,4.63,12,38.0,121,4.17,
2000,Jerry Johnson,Florida State,DT,72.50,293,5.09,26,28.5,102,,
2000,Matt Johnson,Brigham Young,OG,76.00,345,5.60,35,28.0,99,4.99,
2000,Dhani Jones,Michigan,OLB,73.10,240,4.69,29,,,,
2000,Fred Jones,Colorado,OLB,74.00,247,4.98,17,32.0,113,4.39,
2000,John Jones,Indiana (PA),TE,76.30,248,4.64,13,38.5,125,4.43,
2000,Leander Jordan,Indiana (PA),OG,75.90,330,5.53,25,31.0,104,4.76,
